modelo,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,precision_media,precision_std,recall_media,recall_std,f1_media,f1_std,roc_auc_media,roc_auc_std,pr_auc_media,pr_auc_std
logistic_regression,0.6094943014943015,0.011479113530183922,0.6091409180068015,0.011539737692577273,0.5880489538328986,0.011950371201549168,0.6015813558127654,0.018665004658909738,0.594626052687425,0.013210565659013723,0.6471551566802891,0.013876895538654444,0.608661509802652,0.019521739179415826
random_forest,0.5839945437445437,0.008536877836209515,0.5829908376120021,0.007861050505825959,0.5638659514408814,0.011813793967891867,0.5616885118827405,0.014147523088181468,0.562533123330385,0.005611779093796625,0.6064158119436138,0.009233895286513192,0.5640763163306648,0.010996624130024966
hist_gradient_boosting,0.5757485392485392,0.006026778381601219,0.5730953017628987,0.005666514990767324,0.5592531686255228,0.008280027755794468,0.5170654739883375,0.015122235327150188,0.5371356668484611,0.007331067284042489,0.6013122447297661,0.011515186322568777,0.5615267787687062,0.013551420577922866
