codigo_municipio,numero_escolas,nome_municipio_censo,sigla_uf_censo,codigo_uf_censo,pct_escolas_urbanas,pct_escolas_rurais,pct_escolas_federais,pct_escolas_estaduais,pct_escolas_municipais,pct_escolas_privadas,pct_escolas_internet,pct_escolas_banda_larga,pct_escolas_biblioteca,pct_escolas_sala_leitura,pct_escolas_biblioteca_ou_sala_leitura,pct_escolas_lab_informatica,pct_escolas_agua_potavel,pct_escolas_agua_rede_publica,pct_escolas_energia_rede_publica,pct_escolas_esgoto_rede_publica,pct_escolas_coleta_lixo,pct_escolas_quadra_esportes,pct_escolas_patio_coberto,pct_escolas_patio_descoberto,pct_escolas_refeitorio,pct_escolas_auditorio,media_salas_utilizadas,media_equip_multimidia,media_desktop_aluno,media_notebook_aluno,media_tablet_aluno
1100304,59,Vilhena,RO,11,88.13559322033898,11.864406779661017,1.694915254237288,25.423728813559322,50.847457627118644,22.033898305084744,94.64285714285714,92.45283018867924,41.07142857142857,19.642857142857142,53.57142857142857,39.285714285714285,98.21428571428571,80.35714285714286,100.0,5.357142857142857,94.64285714285714,64.28571428571429,85.71428571428571,66.07142857142857,50.0,19.642857142857142,10.892857142857142,3.5,1598.0357142857142,6.160714285714286,0.2857142857142857
1100320,20,São Miguel do Guaporé,RO,11,55.00000000000001,45.0,5.0,15.0,65.0,15.0,94.44444444444444,76.47058823529412,44.44444444444444,33.33333333333333,50.0,27.77777777777778,100.0,50.0,100.0,16.666666666666664,55.55555555555556,33.33333333333333,72.22222222222221,50.0,66.66666666666666,22.22222222222222,8.944444444444445,2.8333333333333335,8.88888888888889,5.833333333333333,0.05555555555555555
1100338,85,Nova Mamoré,RO,11,17.647058823529413,82.35294117647058,0.0,14.117647058823529,82.35294117647058,3.5294117647058822,68.51851851851852,37.83783783783784,22.22222222222222,9.25925925925926,25.925925925925924,20.37037037037037,94.44444444444444,12.962962962962962,94.44444444444444,3.7037037037037033,25.925925925925924,16.666666666666664,35.18518518518518,16.666666666666664,24.074074074074073,3.7037037037037033,4.333333333333333,0.6296296296296297,1.8888888888888888,0.46296296296296297,0.018518518518518517
1100346,20,Alvorada D'Oeste,RO,11,65.0,35.0,0.0,20.0,75.0,5.0,100.0,73.33333333333333,33.33333333333333,13.333333333333334,40.0,33.33333333333333,100.0,73.33333333333333,100.0,53.333333333333336,66.66666666666666,33.33333333333333,86.66666666666667,20.0,40.0,20.0,9.0,1.0,7.266666666666667,1.0,0.0
1100379,14,Alto Alegre dos Parecis,RO,11,42.857142857142854,57.14285714285714,0.0,21.428571428571427,71.42857142857143,7.142857142857142,91.66666666666666,36.36363636363637,41.66666666666667,16.666666666666664,50.0,16.666666666666664,100.0,50.0,83.33333333333334,8.333333333333332,75.0,41.66666666666667,58.333333333333336,41.66666666666667,41.66666666666667,8.333333333333332,7.5,2.25,2.6666666666666665,0.8333333333333334,0.4166666666666667
1100403,15,Alto Paraíso,RO,11,40.0,60.0,0.0,13.333333333333334,80.0,6.666666666666667,100.0,80.0,60.0,20.0,70.0,40.0,100.0,20.0,100.0,0.0,50.0,60.0,40.0,100.0,80.0,20.0,9.0,1.5,7.2,1.6,0.0
1100452,23,Buritis,RO,11,56.52173913043478,43.47826086956522,0.0,17.391304347826086,69.56521739130434,13.043478260869565,100.0,100.0,41.17647058823529,11.76470588235294,41.17647058823529,23.52941176470588,100.0,58.82352941176471,100.0,0.0,82.35294117647058,29.411764705882355,64.70588235294117,82.35294117647058,82.35294117647058,29.411764705882355,12.647058823529411,2.764705882352941,5.9411764705882355,6.411764705882353,0.17647058823529413
1100502,8,Novo Horizonte do Oeste,RO,11,87.5,12.5,0.0,37.5,50.0,12.5,100.0,50.0,75.0,0.0,75.0,62.5,100.0,75.0,100.0,0.0,100.0,50.0,75.0,37.5,87.5,0.0,7.375,3.875,13.875,4.875,0.0
1100601,6,Cacaulândia,RO,11,50.0,50.0,0.0,16.666666666666664,83.33333333333334,0.0,100.0,80.0,40.0,20.0,40.0,40.0,80.0,20.0,100.0,60.0,60.0,60.0,100.0,40.0,80.0,0.0,10.6,1.2,7.2,1.4,0.0
1100700,12,Campo Novo de Rondônia,RO,11,25.0,75.0,0.0,16.666666666666664,83.33333333333334,0.0,100.0,87.5,25.0,0.0,25.0,12.5,100.0,37.5,100.0,0.0,87.5,62.5,75.0,37.5,37.5,12.5,9.5,1.375,3.0,9.0,6.875
