ano_avaliacao,codigo_uf,sigla_uf,codigo_municipio,nome_municipio,rede,pct_alfabetizados_2023,pct_alfabetizados_2024,variacao_2023_2024_pp,meta_2024,gap_meta_2024_pp,atingiu_meta_2024,meta_2025,meta_2026,meta_2027,meta_2028,meta_2029,meta_2030,nivel_alfabetizacao,pct_participacao,ranking_amostra_brasil_2024,ranking_amostra_uf_2024
2024.0,29.0,BA,2932705.0,Uruçuca,MUNICIPAL,30.0,26.42,-3.5799999999999983,37.1,-10.68,0,44.8,52.75,60.57,67.88,74.41,80.0,0,82.38341968911918,4844,312
2024.0,42.0,SC,4209854.0,Lindóia do Sul,MUNICIPAL,87.4,84.61,-2.7900000000000063,80.0,4.609999999999999,1,80.0,80.0,80.0,80.0,80.0,80.0,5,85.18518518518519,697,23
2024.0,17.0,TO,1720200.0,São Miguel do Tocantins,MUNICIPAL,27.0,36.9,9.899999999999999,34.18,2.719999999999999,1,42.19,50.63,59.04,66.95,74.0,80.0,0,88.23529411764706,4464,103
2024.0,31.0,MG,3105202.0,Bandeira,MUNICIPAL,62.7,77.5,14.799999999999997,65.57,11.930000000000007,1,68.31,70.92,73.41,75.75,77.95,80.0,4,100.0,1251,340
2024.0,43.0,RS,4307450.0,Esperança do Sul,MUNICIPAL,97.2,80.10000000000001,-17.099999999999994,80.0,0.10000000000000853,1,80.0,80.0,80.0,80.0,80.0,80.0,5,97.2222222222222,1026,22
2024.0,28.0,SE,2801603.0,Cedro de São João,MUNICIPAL,22.2,45.3,23.099999999999998,29.4,15.899999999999999,1,37.78,46.96,56.35,65.3,73.29,80.0,1,88.88888888888889,3974,15
2024.0,24.0,RN,2412559.0,São Miguel do Gostoso,MUNICIPAL,,30.54,,,,,38.85,47.86,57.01,65.71,73.46,80.0,0,75.0,4722,115
2024.0,21.0,MA,2107506.0,Paço do Lumiar,MUNICIPAL,50.7,55.55,4.849999999999994,55.54,0.00999999999999801,1,60.26,64.8,69.09,73.07,76.72,80.0,2,85.24229074889867,3219,135
2024.0,29.0,BA,2905008.0,Caculé,MUNICIPAL,51.8,47.96,-3.8399999999999963,56.48,-8.519999999999996,0,61.02,65.38,69.5,73.32,76.83,80.0,1,92.018779342723,3777,51
2024.0,42.0,SC,4208500.0,Ituporanga,MUNICIPAL,64.2,77.25,13.049999999999997,66.76,10.489999999999995,1,69.26,71.65,73.92,76.07,78.1,80.0,4,83.82352941176471,1282,62
2024.0,29.0,BA,2928950.0,São Domingos,MUNICIPAL,25.3,52.94,27.639999999999997,32.49,20.449999999999996,1,40.65,49.36,58.11,66.38,73.76,80.0,2,91.07142857142856,3425,28
2024.0,24.0,RN,2402501.0,Carnaubais,MUNICIPAL,27.4,42.31,14.910000000000004,34.58,7.730000000000004,1,42.55,50.93,59.25,67.08,74.06,80.0,1,79.36507936507937,4158,62
2024.0,29.0,BA,2921054.0,Matina,MUNICIPAL,41.7,42.52,0.8200000000000003,47.77,-5.25,0,53.91,59.93,65.67,70.98,75.77,80.0,1,96.21212121212122,4142,103
2024.0,31.0,MG,3122405.0,Divisa Nova,MUNICIPAL,64.3,67.64,3.3400000000000034,66.86,0.7800000000000011,1,69.33,71.7,73.96,76.1,78.11,80.0,3,92.6829268292683,2180,574
2024.0,25.0,PB,2503100.0,Cabaceiras,MUNICIPAL,60.9,89.73,28.830000000000005,64.02,25.710000000000008,1,67.06,69.98,72.73,75.33,77.75,80.0,5,82.97872340425532,417,24
2024.0,23.0,CE,2306256.0,Itaitinga,MUNICIPAL,85.8,85.11,-0.6899999999999977,80.0,5.109999999999999,1,80.0,80.0,80.0,80.0,80.0,80.0,5,98.09160305343512,654,130
2024.0,41.0,PR,4109906.0,Icaraíma,MUNICIPAL,73.3,51.76,-21.54,74.31,-22.550000000000004,0,75.32,76.32,77.28,78.21,79.12,80.0,2,91.30434782608695,3510,358
2024.0,21.0,MA,2106755.0,Miranda do Norte,MUNICIPAL,55.2,50.55,-4.650000000000006,59.27,-8.720000000000006,0,63.27,67.09,70.7,74.06,77.17,80.0,2,95.74468085106383,3602,158
2024.0,42.0,SC,4216008.0,São Carlos,MUNICIPAL,,80.35000000000001,,,,,80.0,80.0,80.0,80.0,80.0,80.0,5,90.0,1008,38
2024.0,41.0,PR,4101903.0,Assaí,MUNICIPAL,88.7,80.24,-8.460000000000008,80.0,0.23999999999999488,1,80.0,80.0,80.0,80.0,80.0,80.0,5,90.3954802259887,1015,100
2024.0,27.0,AL,2709004.0,Tanque d'Arca,MUNICIPAL,42.1,53.45,11.350000000000001,48.08,5.3700000000000045,1,54.17,60.13,65.81,71.07,75.81,80.0,2,94.9367088607595,3389,37
2024.0,22.0,PI,2207751.0,Passagem Franca do Piauí,MUNICIPAL,100.0,64.51,-35.489999999999995,80.0,-15.489999999999995,0,80.0,80.0,80.0,80.0,80.0,80.0,3,93.33333333333331,2453,103
2024.0,33.0,RJ,3305802.0,Teresópolis,MUNICIPAL,59.7,64.17,4.469999999999999,63.09,1.0799999999999983,1,66.32,69.41,72.33,75.08,77.64,80.0,3,82.71186440677965,2498,32
2024.0,41.0,PR,4105508.0,Cianorte,MUNICIPAL,79.6,74.95,-4.6499999999999915,79.62,-4.670000000000002,0,79.69,79.75,79.81,79.88,79.94,80.0,4,93.43065693430655,1520,181
2024.0,43.0,RS,4314027.0,Paraíso do Sul,MUNICIPAL,82.3,52.6,-29.699999999999996,80.0,-27.4,0,80.0,80.0,80.0,80.0,80.0,80.0,2,90.47619047619048,3449,195
2024.0,35.0,SP,3556453.0,Vargem Grande Paulista,MUNICIPAL,56.1,64.59,8.490000000000002,60.02,4.57,1,63.87,67.55,71.02,74.26,77.26,80.0,3,92.68707482993196,2444,251
2024.0,29.0,BA,2927705.0,Santa Cruz Cabrália,MUNICIPAL,40.5,37.36,-3.1400000000000006,46.67,-9.310000000000002,0,52.99,59.22,65.17,70.68,75.64,80.0,0,93.573264781491,4438,154
2024.0,41.0,PR,4117255.0,Nova Prata do Iguaçu,MUNICIPAL,80.8,72.83,-7.969999999999999,80.0,-7.170000000000002,0,80.0,80.0,80.0,80.0,80.0,80.0,4,94.28571428571428,1696,222
2024.0,31.0,MG,3112208.0,Capela Nova,MUNICIPAL,83.1,77.37,-5.72999999999999,80.0,-2.6299999999999955,0,80.0,80.0,80.0,80.0,80.0,80.0,4,91.17647058823528,1265,345
2024.0,24.0,RN,2409209.0,Passagem,MUNICIPAL,47.4,50.69,3.289999999999999,52.73,-2.039999999999999,0,57.99,63.07,67.87,72.33,76.38,80.0,2,75.0,3589,36
2024.0,11.0,RO,1100908.0,Castanheiras,MUNICIPAL,70.1,65.42,-4.679999999999993,71.71,-6.289999999999992,0,73.22,74.69,76.1,77.46,78.76,80.0,3,84.7457627118644,2362,32
2024.0,21.0,MA,2104628.0,Governador Luiz Rocha,MUNICIPAL,98.3,91.67,-6.6299999999999955,80.0,11.670000000000002,1,80.0,80.0,80.0,80.0,80.0,80.0,5,100.0,322,10
2024.0,42.0,SC,4215703.0,Santo Amaro da Imperatriz,MUNICIPAL,58.2,60.42,2.219999999999999,61.81,-1.3900000000000006,0,65.3,68.63,71.79,74.74,77.48,80.0,3,73.95833333333334,2803,179
2024.0,17.0,TO,1701309.0,Aragominas,MUNICIPAL,24.6,52.57,27.97,31.83,20.740000000000002,1,40.05,48.86,57.75,66.16,73.66,80.0,2,73.33333333333333,3450,47
2024.0,22.0,PI,2210607.0,São Raimundo Nonato,MUNICIPAL,68.2,73.25,5.049999999999997,70.08,3.1700000000000017,1,71.92,73.68,75.38,76.99,78.53,80.0,4,95.82366589327144,1661,83
2024.0,16.0,AP,1600279.0,Laranjal do Jari,MUNICIPAL,39.3,39.8,0.5,45.64,-5.840000000000003,0,52.13,58.55,64.7,70.39,75.51,80.0,0,93.09153713298792,4295,11
2024.0,15.0,PA,1502608.0,Colares,MUNICIPAL,54.4,37.22,-17.18,58.64,-21.42,0,62.76,66.7,70.43,73.89,77.09,80.0,0,94.1747572815534,4445,107
2024.0,52.0,GO,5204805.0,Campo Alegre de Goiás,MUNICIPAL,79.9,77.60000000000001,-2.299999999999997,79.91,-2.309999999999988,0,79.93,79.94,79.96,79.97,79.99,80.0,4,93.51851851851852,1244,139
2024.0,43.0,RS,4307302.0,Erval Seco,MUNICIPAL,67.4,50.4,-17.000000000000007,69.44,-19.04,0,71.41,73.29,75.09,76.81,78.45,80.0,2,96.96969696969695,3615,213
2024.0,21.0,MA,2100055.0,Açailândia,MUNICIPAL,39.6,62.76,23.159999999999997,45.9,16.86,1,52.35,58.73,64.82,70.46,75.54,80.0,3,93.71605896043444,2610,100
2024.0,43.0,RS,4311122.0,Jaquirana,MUNICIPAL,68.5,25.6,-42.9,70.35,-44.74999999999999,0,72.13,73.85,75.49,77.07,78.57,80.0,0,71.7948717948718,4860,395
2024.0,42.0,SC,4211652.0,Novo Horizonte,MUNICIPAL,91.6,86.57000000000001,-5.029999999999987,80.0,6.570000000000007,1,80.0,80.0,80.0,80.0,80.0,80.0,5,79.3103448275862,572,20
2024.0,41.0,PR,4117800.0,Palmital,MUNICIPAL,74.3,69.5,-4.799999999999997,75.15,-5.650000000000006,0,76.01,76.85,77.67,78.47,79.24,80.0,3,86.18421052631578,2005,263
2024.0,31.0,MG,3171303.0,Viçosa,MUNICIPAL,62.7,72.11,9.409999999999997,65.52,6.590000000000003,1,68.27,70.89,73.38,75.74,77.94,80.0,4,89.43089430894308,1758,478
2024.0,52.0,GO,5205455.0,Cezarina,MUNICIPAL,41.3,69.63,28.33,47.38,22.249999999999993,1,53.59,59.68,65.49,70.87,75.73,80.0,3,96.1904761904762,1988,176
2024.0,35.0,SP,3547601.0,Santa Rosa de Viterbo,MUNICIPAL,74.4,75.32000000000001,0.9200000000000017,75.23,0.09000000000000341,1,76.07,76.9,77.7,78.49,79.25,80.0,4,94.3127962085308,1468,121
2024.0,23.0,CE,2301901.0,Barbalha,MUNICIPAL,85.4,87.92,2.519999999999996,80.0,7.920000000000002,1,80.0,80.0,80.0,80.0,80.0,80.0,5,99.4358251057828,494,123
2024.0,21.0,MA,2102606.0,Cândido Mendes,MUNICIPAL,61.6,49.53,-12.07,64.65,-15.120000000000005,0,67.57,70.36,73.01,75.5,77.83,80.0,1,97.46835443037976,3673,162
2024.0,51.0,MT,5102686.0,Campos de Júlio,MUNICIPAL,48.2,65.76,17.560000000000002,53.38,12.380000000000003,1,58.51,63.47,68.15,72.5,76.46,80.0,3,85.18518518518519,2332,67
2024.0,17.0,TO,1703800.0,Buriti do Tocantins,MUNICIPAL,,50.39,,,,,56.06,61.59,66.84,71.69,76.09,80.0,2,90.4,3616,55
2024.0,15.0,PA,1506609.0,Santa Maria do Pará,MUNICIPAL,,39.79,,,,,47.15,54.63,61.92,68.7,74.77,80.0,0,91.5057915057915,4298,97
2024.0,35.0,SP,3556354.0,Vargem,MUNICIPAL,74.5,65.34,-9.159999999999997,75.3,-9.959999999999994,0,76.13,76.95,77.74,78.51,79.27,80.0,3,85.14851485148515,2376,239
2024.0,29.0,BA,2930808.0,Souto Soares,MUNICIPAL,25.5,31.82,6.32,32.71,-0.8900000000000006,0,40.85,49.53,58.24,66.46,73.79,80.0,0,97.05882352941175,4672,236
2024.0,24.0,RN,2400802.0,Angicos,MUNICIPAL,19.3,51.81,32.510000000000005,26.39,25.42,1,34.89,44.47,54.49,64.16,72.79,80.0,2,78.125,3506,31
2024.0,17.0,TO,1707108.0,Divinópolis do Tocantins,MUNICIPAL,39.1,60.78,21.68,45.46,15.32,1,51.98,58.44,64.61,70.34,75.49,80.0,3,87.62886597938144,2770,22
2024.0,11.0,RO,1100080.0,Costa Marques,MUNICIPAL,80.7,59.63,-21.07,80.0,-20.369999999999997,0,80.0,80.0,80.0,80.0,80.0,80.0,2,91.6279069767442,2886,41
2024.0,33.0,RJ,3302106.0,Itaocara,MUNICIPAL,65.3,70.09,4.790000000000006,67.71,2.3800000000000097,1,70.01,72.23,74.33,76.33,78.22,80.0,4,84.30493273542601,1943,14
2024.0,35.0,SP,3515657.0,Fernão,MUNICIPAL,92.9,44.0,-48.900000000000006,80.0,-36.0,0,80.0,80.0,80.0,80.0,80.0,80.0,1,92.5925925925926,4052,552
2024.0,21.0,MA,2104099.0,Formosa da Serra Negra,MUNICIPAL,85.6,84.29,-1.309999999999988,80.0,4.290000000000006,1,80.0,80.0,80.0,80.0,80.0,80.0,5,98.01980198019804,719,24
2024.0,41.0,PR,4120101.0,Porto Amazonas,MUNICIPAL,69.8,76.84,7.040000000000006,71.41,5.430000000000007,1,72.98,74.5,75.97,77.37,78.71,80.0,4,95.0,1331,154
2024.0,32.0,ES,3200136.0,Águia Branca,MUNICIPAL,92.3,94.55,2.25,80.0,14.549999999999997,1,80.0,80.0,80.0,80.0,80.0,80.0,5,92.9936305732484,215,4
2024.0,24.0,RN,2404309.0,Governador Dix-Sept Rosado,MUNICIPAL,57.9,48.2,-9.699999999999996,61.52,-13.32,0,65.07,68.46,71.66,74.66,77.44,80.0,1,82.53968253968253,3760,41
2024.0,52.0,GO,5210109.0,Ipameri,MUNICIPAL,64.1,74.13,10.030000000000001,66.71,7.420000000000002,1,69.21,71.61,73.9,76.06,78.09,80.0,4,97.08029197080292,1586,156
2024.0,26.0,PE,2608602.0,Lagoa do Ouro,MUNICIPAL,72.6,85.39,12.790000000000006,73.78,11.61,1,74.9,75.98,77.04,78.06,79.05,80.0,5,88.18181818181819,639,20
2024.0,29.0,BA,2924009.0,Paulo Afonso,MUNICIPAL,24.8,30.51,5.710000000000001,32.01,-1.4999999999999964,0,40.21,49.0,57.85,66.22,73.69,80.0,0,84.89208633093526,4724,256
2024.0,21.0,MA,2103505.0,Colinas,MUNICIPAL,59.5,49.9,-9.600000000000001,62.9,-13.0,0,66.17,69.29,72.25,75.03,77.61,80.0,1,92.23529411764706,3651,160
2024.0,29.0,BA,2907301.0,Castro Alves,MUNICIPAL,44.0,30.54,-13.46,49.79,-19.25,0,55.58,61.22,66.57,71.53,76.02,80.0,0,89.03508771929825,4722,255
2024.0,31.0,MG,3107307.0,Bocaiúva,MUNICIPAL,68.8,68.42,-0.37999999999999545,70.61,-2.1899999999999977,0,72.34,74.01,75.61,77.14,78.61,80.0,3,83.62068965517241,2110,558
2024.0,31.0,MG,3148707.0,Pedra Azul,MUNICIPAL,57.0,60.74,3.740000000000002,60.83,-0.0899999999999963,0,64.51,68.04,71.36,74.48,77.36,80.0,3,91.10169491525424,2776,669
2024.0,23.0,CE,2313302.0,Tauá,MUNICIPAL,87.2,92.01,4.810000000000002,80.0,12.010000000000005,1,80.0,80.0,80.0,80.0,80.0,80.0,5,98.87429643527204,312,96
2024.0,13.0,AM,1300680.0,Boa Vista do Ramos,MUNICIPAL,26.2,31.41,5.210000000000001,33.37,-1.9599999999999973,0,41.46,50.03,58.6,66.68,73.89,80.0,0,86.98224852071006,4687,44
2024.0,52.0,GO,5209937.0,Inaciolândia,MUNICIPAL,76.2,87.01,10.810000000000002,76.77,10.240000000000009,1,77.33,77.89,78.43,78.96,79.49,80.0,5,97.1830985915493,548,63
2024.0,29.0,BA,2912806.0,Ibirapuã,MUNICIPAL,60.5,37.84,-22.659999999999997,63.71,-25.869999999999997,0,66.82,69.79,72.6,75.25,77.71,80.0,0,98.01324503311258,4409,149
2024.0,31.0,MG,3151800.0,Poços de Caldas,MUNICIPAL,58.1,79.39,21.29,61.73,17.660000000000004,1,65.24,68.59,71.75,74.72,77.47,80.0,4,85.21367521367522,1094,291
2024.0,31.0,MG,3144201.0,Nacip Raydan,MUNICIPAL,58.7,62.86,4.159999999999997,62.21,0.6499999999999986,1,65.62,68.88,71.96,74.84,77.53,80.0,3,89.28571428571429,2601,647
2024.0,35.0,SP,3552007.0,Silveiras,MUNICIPAL,45.9,47.27,1.3700000000000045,51.4,-4.1299999999999955,0,56.9,62.23,67.29,71.97,76.22,80.0,1,93.33333333333331,3837,515
2024.0,15.0,PA,1506161.0,Rio Maria,MUNICIPAL,41.8,56.31,14.510000000000005,47.85,8.46,1,53.98,59.98,65.7,71.0,75.78,80.0,2,85.546875,3148,28
2024.0,31.0,MG,3131604.0,Iraí de Minas,MUNICIPAL,38.4,77.81,39.410000000000004,44.85,32.96,1,51.47,58.04,64.33,70.17,75.41,80.0,4,97.46835443037976,1216,331
2024.0,52.0,GO,5212303.0,Leopoldo de Bulhões,MUNICIPAL,77.7,75.41,-2.2900000000000063,78.01,-2.6000000000000085,0,78.35,78.69,79.02,79.35,79.68,80.0,4,91.75257731958764,1460,150
2024.0,22.0,PI,2205359.0,João Costa,MUNICIPAL,51.1,97.14,46.04,55.82,41.32,1,60.49,64.98,69.21,73.15,76.75,80.0,5,88.57142857142857,118,14
2024.0,35.0,SP,3510302.0,Capela do Alto,MUNICIPAL,47.5,47.64,0.14000000000000057,52.82,-5.18,0,58.06,63.12,67.91,72.35,76.39,80.0,1,92.2077922077922,3803,510
2024.0,41.0,PR,4105003.0,Catanduvas,MUNICIPAL,66.1,56.16,-9.939999999999998,68.32,-12.159999999999997,0,70.5,72.6,74.6,76.5,78.3,80.0,2,84.17266187050359,3162,345
2024.0,32.0,ES,3203601.0,Mucurici,MUNICIPAL,83.7,84.09,0.39000000000000057,80.0,4.090000000000003,1,80.0,80.0,80.0,80.0,80.0,80.0,5,95.83333333333334,734,17
2024.0,17.0,TO,1721257.0,Tupirama,MUNICIPAL,36.4,66.67,30.270000000000003,43.0,23.67,1,49.91,56.81,63.47,69.64,75.18,80.0,3,88.88888888888889,2265,10
2024.0,51.0,MT,5103106.0,Cocalinho,MUNICIPAL,78.7,52.39,-26.310000000000002,78.9,-26.510000000000005,0,79.08,79.27,79.45,79.64,79.82,80.0,2,93.47826086956522,3466,112
2024.0,42.0,SC,4212254.0,Passo de Torres,MUNICIPAL,,59.86,,,,,63.74,67.45,70.95,74.22,77.24,80.0,2,70.35398230088495,2864,187
2024.0,17.0,TO,1701903.0,Araguacema,MUNICIPAL,38.6,49.27,10.670000000000002,45.04,4.230000000000004,1,51.63,58.16,64.42,70.22,75.44,80.0,1,84.0,3690,61
2024.0,29.0,BA,2927200.0,Ruy Barbosa,MUNICIPAL,38.3,27.94,-10.359999999999996,44.71,-16.77,0,51.35,57.94,64.27,70.13,75.4,80.0,0,98.40637450199203,4807,300
2024.0,33.0,RJ,3301157.0,Cardoso Moreira,MUNICIPAL,31.9,34.97,3.0700000000000003,38.93,-3.960000000000001,0,46.4,54.04,61.49,68.44,74.65,80.0,0,84.89583333333334,4560,83
2024.0,43.0,RS,4304622.0,Capão Bonito do Sul,MUNICIPAL,53.9,60.0,6.100000000000001,58.18,1.8200000000000003,1,62.39,66.43,70.23,73.77,77.04,80.0,3,71.42857142857143,2836,123
2024.0,52.0,GO,5221858.0,Valparaíso de Goiás,MUNICIPAL,56.7,64.23,7.530000000000001,60.56,3.6700000000000017,1,64.3,67.87,71.25,74.41,77.32,80.0,3,88.43881856540085,2488,206
2024.0,52.0,GO,5211404.0,Itauçu,MUNICIPAL,97.0,94.51,-2.489999999999995,80.0,14.510000000000005,1,80.0,80.0,80.0,80.0,80.0,80.0,5,97.87234042553192,219,26
2024.0,26.0,PE,2606309.0,Granito,MUNICIPAL,52.5,68.11,15.61,57.04,11.07,1,61.47,65.73,69.74,73.47,76.9,80.0,3,99.0909090909091,2139,75
2024.0,31.0,MG,3107406.0,Bom Despacho,MUNICIPAL,42.9,65.88,22.979999999999997,48.79,17.089999999999996,1,54.75,60.58,66.13,71.26,75.9,80.0,3,85.28528528528528,2325,604
2024.0,43.0,RS,4306932.0,Entre-Ijuís,MUNICIPAL,,51.0,,,,,56.56,61.97,67.1,71.86,76.17,80.0,2,86.20689655172413,3567,208
2024.0,27.0,AL,2707206.0,Poço das Trincheiras,MUNICIPAL,33.4,48.870000000000005,15.470000000000006,40.27,8.600000000000001,1,47.56,54.96,62.15,68.84,74.83,80.0,1,98.7878787878788,3720,45
2024.0,11.0,RO,1100155.0,Ouro Preto do Oeste,MUNICIPAL,72.4,66.4,-6.0,73.58,-7.179999999999993,0,74.74,75.86,76.95,78.0,79.02,80.0,3,91.87817258883248,2291,29
2024.0,31.0,MG,3124708.0,Estrela do Indaiá,MUNICIPAL,100.0,100.0,0.0,80.0,20.0,1,80.0,80.0,80.0,80.0,80.0,80.0,5,94.73684210526316,1,1
2024.0,13.0,AM,1300144.0,Apuí,MUNICIPAL,56.8,49.25,-7.549999999999997,60.64,-11.39,0,64.37,67.92,71.29,74.43,77.33,80.0,1,77.95698924731182,3693,19
2024.0,41.0,PR,4128633.0,Doutor Ulysses,MUNICIPAL,76.3,69.45,-6.849999999999994,76.87,-7.420000000000002,0,77.42,77.95,78.48,78.99,79.5,80.0,3,92.7536231884058,2011,264
2024.0,26.0,PE,2610707.0,Paulista,MUNICIPAL,51.2,55.54,4.339999999999996,55.98,-0.4399999999999977,0,60.62,65.07,69.28,73.19,76.77,80.0,2,93.34883720930232,3220,131
2024.0,35.0,SP,3522604.0,Itapira,MUNICIPAL,60.5,62.18,1.6799999999999997,63.71,-1.5300000000000011,0,66.82,69.79,72.6,75.25,77.71,80.0,3,91.83266932270917,2663,292
2024.0,15.0,PA,1502707.0,Conceição do Araguaia,MUNICIPAL,38.7,50.69,11.989999999999995,45.08,5.609999999999999,1,51.67,58.19,64.44,70.23,75.44,80.0,2,86.54867256637168,3589,50
2024.0,29.0,BA,2907202.0,Casa Nova,MUNICIPAL,13.1,20.93,7.83,19.44,1.4899999999999984,1,27.82,38.09,49.56,61.07,71.47,80.0,0,87.75510204081633,4931,356
2024.0,43.0,RS,4314175.0,Pedras Altas,MUNICIPAL,64.7,55.9,-8.800000000000004,67.21,-11.309999999999995,0,69.62,71.92,74.12,76.2,78.16,80.0,2,86.95652173913044,3179,162
2024.0,31.0,MG,3148806.0,Pedra do Anta,MUNICIPAL,85.4,85.51,0.10999999999999943,80.0,5.510000000000005,1,80.0,80.0,80.0,80.0,80.0,80.0,5,91.8918918918919,633,155
2024.0,41.0,PR,4127601.0,Tijucas do Sul,MUNICIPAL,78.8,68.4,-10.399999999999991,78.94,-10.539999999999992,0,79.12,79.3,79.48,79.65,79.83,80.0,3,89.2988929889299,2113,272
2024.0,43.0,RS,4322301.0,Tuparendi,MUNICIPAL,88.1,52.7,-35.39999999999999,80.0,-27.299999999999997,0,80.0,80.0,80.0,80.0,80.0,80.0,2,80.72289156626506,3443,194
2024.0,43.0,RS,4309100.0,Gramado,MUNICIPAL,79.1,55.3,-23.799999999999997,79.21,-23.909999999999997,0,79.35,79.48,79.61,79.74,79.87,80.0,2,89.75501113585747,3235,167
2024.0,52.0,GO,5211503.0,Itumbiara,MUNICIPAL,69.8,74.44,4.640000000000001,71.41,3.030000000000001,1,72.98,74.5,75.97,77.37,78.71,80.0,4,92.10526315789474,1560,155
2024.0,21.0,MA,2103802.0,Dom Pedro,MUNICIPAL,40.4,43.95,3.5500000000000043,46.62,-2.6699999999999946,0,52.95,59.19,65.14,70.66,75.63,80.0,1,92.89617486338798,4059,176
2024.0,42.0,SC,4202701.0,Botuverá,MUNICIPAL,69.3,65.2,-4.099999999999994,71.04,-5.840000000000003,0,72.68,74.27,75.8,77.26,78.66,80.0,3,88.37209302325581,2387,161
2024.0,26.0,PE,2609105.0,Machados,MUNICIPAL,86.9,96.75,9.849999999999994,80.0,16.75,1,80.0,80.0,80.0,80.0,80.0,80.0,5,97.61904761904762,130,2
2024.0,43.0,RS,4315750.0,Riozinho,MUNICIPAL,76.0,42.1,-33.9,76.61,-34.51,0,77.2,77.78,78.35,78.91,79.46,80.0,1,100.0,4168,303
2024.0,51.0,MT,5103601.0,Dom Aquino,MUNICIPAL,88.3,71.45,-16.849999999999994,80.0,-8.549999999999997,0,80.0,80.0,80.0,80.0,80.0,80.0,4,95.34883720930232,1806,43
2024.0,52.0,GO,5218003.0,Porangatu,MUNICIPAL,51.7,49.92,-1.7800000000000011,56.34,-6.420000000000002,0,60.91,65.3,69.44,73.29,76.81,80.0,1,93.96325459317583,3649,220
2024.0,31.0,MG,3139607.0,Mantena,MUNICIPAL,49.9,71.17,21.270000000000003,54.88,16.29,1,59.73,64.4,68.81,72.9,76.64,80.0,4,86.71875,1835,499
2024.0,11.0,RO,1100320.0,São Miguel do Guaporé,MUNICIPAL,67.8,69.13,1.3299999999999983,69.73,-0.6000000000000085,0,71.63,73.46,75.22,76.89,78.49,80.0,3,92.07317073170732,2043,25
2024.0,23.0,CE,2304004.0,Coreaú,MUNICIPAL,100.0,100.0,0.0,80.0,20.0,1,80.0,80.0,80.0,80.0,80.0,80.0,5,100.0,1,1
2024.0,50.0,MS,5007901.0,Sidrolândia,MUNICIPAL,36.2,39.84,3.6400000000000006,42.85,-3.009999999999998,0,49.77,56.71,63.39,69.6,75.16,80.0,0,77.98066595059076,4293,69
2024.0,41.0,PR,4128104.0,Umuarama,MUNICIPAL,64.1,63.1,-0.9999999999999929,66.74,-3.6399999999999935,0,69.24,71.63,73.91,76.07,78.1,80.0,3,88.56914468425259,2585,308
2024.0,31.0,MG,3121803.0,Dionísio,MUNICIPAL,82.4,72.13,-10.27000000000001,80.0,-7.8700000000000045,0,80.0,80.0,80.0,80.0,80.0,80.0,4,100.0,1756,477
2024.0,31.0,MG,3116100.0,Chapada do Norte,MUNICIPAL,41.1,66.15,25.050000000000004,47.26,18.890000000000008,1,53.49,59.6,65.44,70.84,75.71,80.0,3,96.0,2304,597
2024.0,35.0,SP,3534104.0,Oriente,MUNICIPAL,59.5,39.53,-19.97,62.91,-23.379999999999995,0,66.18,69.3,72.26,75.03,77.61,80.0,0,100.0,4313,565
2024.0,52.0,GO,5200803.0,Alvorada do Norte,MUNICIPAL,64.6,64.99,0.39000000000000057,67.1,-2.1099999999999994,0,69.53,71.85,74.07,76.16,78.14,80.0,3,98.9247311827957,2405,200
2024.0,29.0,BA,2907905.0,Cipó,MUNICIPAL,27.9,31.09,3.1900000000000013,35.07,-3.9800000000000004,0,42.99,51.29,59.51,67.24,74.13,80.0,0,93.23671497584542,4702,246
2024.0,43.0,RS,4313334.0,Nova Ramada,MUNICIPAL,87.0,28.0,-59.0,80.0,-52.0,0,80.0,80.0,80.0,80.0,80.0,80.0,0,96.15384615384616,4805,389
2024.0,43.0,RS,4305116.0,Centenário,MUNICIPAL,,75.0,,,,,75.89,76.76,77.6,78.42,79.22,80.0,4,100.0,1497,36
2024.0,27.0,AL,2701357.0,Campestre,MUNICIPAL,41.2,62.120000000000005,20.92,47.36,14.760000000000005,1,53.57,59.67,65.48,70.87,75.72,80.0,3,98.9795918367347,2664,23
2024.0,31.0,MG,3126406.0,Fortuna de Minas,MUNICIPAL,59.3,90.83,31.53,62.69,28.14,1,66.0,69.17,72.16,74.97,77.59,80.0,5,84.61538461538461,372,66
2024.0,29.0,BA,2929909.0,Seabra,MUNICIPAL,48.7,34.980000000000004,-13.719999999999999,53.8,-18.819999999999993,0,58.86,63.73,68.34,72.61,76.51,80.0,0,85.65400843881856,4559,193
2024.0,35.0,SP,3525409.0,Jeriquara,MUNICIPAL,45.2,49.55,4.349999999999994,50.82,-1.2700000000000031,0,56.43,61.87,67.03,71.81,76.15,80.0,1,86.95652173913044,3671,491
2024.0,31.0,MG,3109501.0,Cabo Verde,MUNICIPAL,72.0,86.58,14.579999999999998,73.25,13.329999999999998,1,74.47,75.65,76.79,77.9,78.97,80.0,5,84.82142857142857,571,133
2024.0,32.0,ES,3205150.0,Vila Pavão,MUNICIPAL,74.6,61.4,-13.199999999999996,75.41,-14.009999999999998,0,76.22,77.02,77.79,78.55,79.28,80.0,3,91.17647058823528,2721,71
