codigo_uf,sigla_uf,codigo_municipio,nome_municipio,pct_alfabetizados,ano
22.0,PI,2204550.0,Guaribas,75.0,2024
22.0,PI,2204600.0,Hugo Napoleão,82.4,2023
22.0,PI,2204600.0,Hugo Napoleão,81.47,2024
22.0,PI,2204659.0,Ilha Grande,39.9,2023
22.0,PI,2204659.0,Ilha Grande,34.84,2024
22.0,PI,2204709.0,Inhuma,55.4,2023
22.0,PI,2204709.0,Inhuma,67.52,2024
22.0,PI,2204808.0,Ipiranga do Piauí,85.4,2023
22.0,PI,2204808.0,Ipiranga do Piauí,95.83,2024
22.0,PI,2204907.0,Isaías Coelho,27.9,2023
22.0,PI,2204907.0,Isaías Coelho,34.44,2024
22.0,PI,2205003.0,Itainópolis,74.2,2023
22.0,PI,2205003.0,Itainópolis,73.67,2024
22.0,PI,2205102.0,Itaueira,25.2,2023
22.0,PI,2205102.0,Itaueira,85.9,2024
22.0,PI,2205151.0,Jacobina do Piauí,88.5,2023
22.0,PI,2205151.0,Jacobina do Piauí,84.31,2024
22.0,PI,2205201.0,Jaicós,79.0,2023
22.0,PI,2205201.0,Jaicós,58.67,2024
22.0,PI,2205250.0,Jardim do Mulato,58.3,2023
22.0,PI,2205250.0,Jardim do Mulato,77.0,2024
22.0,PI,2205276.0,Jatobá do Piauí,73.8,2023
22.0,PI,2205276.0,Jatobá do Piauí,95.24,2024
22.0,PI,2205300.0,Jerumenha,26.3,2023
22.0,PI,2205300.0,Jerumenha,75.31,2024
22.0,PI,2205359.0,João Costa,51.1,2023
22.0,PI,2205359.0,João Costa,97.14,2024
22.0,PI,2205409.0,Joaquim Pires,55.5,2023
22.0,PI,2205409.0,Joaquim Pires,81.27,2024
22.0,PI,2205458.0,Joca Marques,38.3,2023
22.0,PI,2205458.0,Joca Marques,43.83,2024
22.0,PI,2205508.0,José de Freitas,49.8,2023
22.0,PI,2205508.0,José de Freitas,42.98,2024
22.0,PI,2205516.0,Juazeiro do Piauí,68.7,2023
22.0,PI,2205516.0,Juazeiro do Piauí,71.43,2024
22.0,PI,2205524.0,Júlio Borges,43.3,2023
22.0,PI,2205524.0,Júlio Borges,100.0,2024
22.0,PI,2205532.0,Jurema,96.4,2023
22.0,PI,2205532.0,Jurema,98.36,2024
22.0,PI,2205540.0,Lagoinha do Piauí,81.9,2023
22.0,PI,2205540.0,Lagoinha do Piauí,87.79,2024
22.0,PI,2205557.0,Lagoa Alegre,21.7,2023
22.0,PI,2205557.0,Lagoa Alegre,58.86,2024
22.0,PI,2205565.0,Lagoa do Barro do Piauí,55.7,2023
22.0,PI,2205565.0,Lagoa do Barro do Piauí,59.52,2024
22.0,PI,2205573.0,Lagoa de São Francisco,41.4,2023
22.0,PI,2205573.0,Lagoa de São Francisco,76.74,2024
22.0,PI,2205581.0,Lagoa do Piauí,7.2,2023
22.0,PI,2205581.0,Lagoa do Piauí,44.87,2024
22.0,PI,2205599.0,Lagoa do Sítio,12.7,2023
22.0,PI,2205599.0,Lagoa do Sítio,62.96,2024
22.0,PI,2205607.0,Landri Sales,97.9,2023
22.0,PI,2205607.0,Landri Sales,100.0,2024
22.0,PI,2205706.0,Luís Correia,62.1,2023
22.0,PI,2205706.0,Luís Correia,51.6,2024
22.0,PI,2205805.0,Luzilândia,51.7,2023
22.0,PI,2205805.0,Luzilândia,54.9,2024
22.0,PI,2205854.0,Madeiro,62.1,2023
22.0,PI,2205854.0,Madeiro,55.88,2024
22.0,PI,2205904.0,Manoel Emídio,100.0,2023
22.0,PI,2205904.0,Manoel Emídio,82.38,2024
22.0,PI,2205953.0,Marcolândia,98.9,2023
22.0,PI,2205953.0,Marcolândia,89.66,2024
22.0,PI,2206050.0,Massapê do Piauí,45.9,2023
22.0,PI,2206050.0,Massapê do Piauí,60.66,2024
22.0,PI,2206100.0,Matias Olímpio,24.4,2023
22.0,PI,2206100.0,Matias Olímpio,52.06,2024
22.0,PI,2206308.0,Miguel Leão,47.3,2023
22.0,PI,2206308.0,Miguel Leão,84.62,2024
22.0,PI,2206357.0,Milton Brandão,37.5,2023
22.0,PI,2206357.0,Milton Brandão,33.33,2024
22.0,PI,2206407.0,Monsenhor Gil,60.3,2023
22.0,PI,2206407.0,Monsenhor Gil,42.48,2024
22.0,PI,2206506.0,Monsenhor Hipólito,100.0,2023
22.0,PI,2206506.0,Monsenhor Hipólito,97.7,2024
22.0,PI,2206605.0,Monte Alegre do Piauí,67.2,2023
22.0,PI,2206605.0,Monte Alegre do Piauí,57.85,2024
22.0,PI,2206670.0,Morro do Chapéu do Piauí,28.8,2023
22.0,PI,2206670.0,Morro do Chapéu do Piauí,40.04,2024
22.0,PI,2206696.0,Murici dos Portelas,66.9,2023
22.0,PI,2206696.0,Murici dos Portelas,65.17,2024
22.0,PI,2206704.0,Nazaré do Piauí,46.9,2023
22.0,PI,2206704.0,Nazaré do Piauí,39.0,2024
22.0,PI,2206720.0,Nazária,77.7,2023
22.0,PI,2206720.0,Nazária,52.15,2024
22.0,PI,2206753.0,Nossa Senhora de Nazaré,21.7,2023
22.0,PI,2206753.0,Nossa Senhora de Nazaré,95.24,2024
22.0,PI,2206803.0,Nossa Senhora dos Remédios,64.2,2023
22.0,PI,2206803.0,Nossa Senhora dos Remédios,45.57,2024
22.0,PI,2206902.0,Novo Oriente do Piauí,69.0,2023
22.0,PI,2206902.0,Novo Oriente do Piauí,89.56,2024
22.0,PI,2206951.0,Novo Santo Antônio,48.5,2023
22.0,PI,2206951.0,Novo Santo Antônio,82.08,2024
22.0,PI,2207108.0,Olho D'Água do Piauí,62.5,2023
22.0,PI,2207108.0,Olho D'Água do Piauí,85.71000000000001,2024
22.0,PI,2207207.0,Padre Marcos,86.4,2023
22.0,PI,2207207.0,Padre Marcos,100.0,2024
22.0,PI,2207306.0,Paes Landim,51.8,2023
22.0,PI,2207306.0,Paes Landim,45.31,2024
22.0,PI,2207355.0,Pajeú do Piauí,66.0,2023
22.0,PI,2207355.0,Pajeú do Piauí,64.0,2024
22.0,PI,2207405.0,Palmeira do Piauí,70.8,2023
22.0,PI,2207405.0,Palmeira do Piauí,72.22,2024
22.0,PI,2207504.0,Palmeirais,50.9,2023
22.0,PI,2207504.0,Palmeirais,46.19,2024
22.0,PI,2207553.0,Paquetá,100.0,2023
22.0,PI,2207553.0,Paquetá,49.8,2024
22.0,PI,2207603.0,Parnaguá,67.7,2023
22.0,PI,2207603.0,Parnaguá,47.35,2024
22.0,PI,2207702.0,Parnaíba,31.0,2023
22.0,PI,2207702.0,Parnaíba,38.42,2024
22.0,PI,2207751.0,Passagem Franca do Piauí,100.0,2023
22.0,PI,2207751.0,Passagem Franca do Piauí,64.51,2024
22.0,PI,2207777.0,Patos do Piauí,81.6,2023
22.0,PI,2207777.0,Patos do Piauí,63.04,2024
22.0,PI,2207793.0,Pau D'Arco do Piauí,100.0,2023
22.0,PI,2207793.0,Pau D'Arco do Piauí,51.85,2024
22.0,PI,2207801.0,Paulistana,45.1,2023
22.0,PI,2207801.0,Paulistana,50.47,2024
22.0,PI,2207850.0,Pavussu,66.3,2023
22.0,PI,2207850.0,Pavussu,90.0,2024
22.0,PI,2207900.0,Pedro II,25.1,2023
22.0,PI,2207900.0,Pedro II,41.98,2024
22.0,PI,2207934.0,Pedro Laurentino,37.8,2023
22.0,PI,2207934.0,Pedro Laurentino,47.35,2024
22.0,PI,2207959.0,Nova Santa Rita,48.0,2023
22.0,PI,2207959.0,Nova Santa Rita,49.11,2024
22.0,PI,2208007.0,Picos,53.0,2023
22.0,PI,2208007.0,Picos,54.93,2024
22.0,PI,2208106.0,Pimenteiras,60.5,2023
22.0,PI,2208106.0,Pimenteiras,61.41,2024
22.0,PI,2208304.0,Piracuruca,75.6,2023
22.0,PI,2208304.0,Piracuruca,82.48,2024
22.0,PI,2208403.0,Piripiri,33.2,2023
22.0,PI,2208403.0,Piripiri,54.59,2024
22.0,PI,2208502.0,Porto,40.1,2023
22.0,PI,2208502.0,Porto,36.04,2024
22.0,PI,2208551.0,Porto Alegre do Piauí,73.9,2023
22.0,PI,2208551.0,Porto Alegre do Piauí,64.29,2024
22.0,PI,2208601.0,Prata do Piauí,14.3,2023
22.0,PI,2208601.0,Prata do Piauí,47.93,2024
22.0,PI,2208650.0,Queimada Nova,60.2,2023
22.0,PI,2208650.0,Queimada Nova,67.42,2024
22.0,PI,2208700.0,Redenção do Gurguéia,99.0,2023
22.0,PI,2208700.0,Redenção do Gurguéia,80.52,2024
22.0,PI,2208809.0,Regeneração,40.9,2023
22.0,PI,2208809.0,Regeneração,31.32,2024
22.0,PI,2208858.0,Riacho Frio,98.4,2023
22.0,PI,2208858.0,Riacho Frio,92.42,2024
22.0,PI,2208874.0,Ribeira do Piauí,57.8,2023
22.0,PI,2208874.0,Ribeira do Piauí,54.84,2024
22.0,PI,2209005.0,Rio Grande do Piauí,48.6,2023
22.0,PI,2209005.0,Rio Grande do Piauí,41.79,2024
22.0,PI,2209104.0,Santa Cruz do Piauí,95.6,2023
22.0,PI,2209104.0,Santa Cruz do Piauí,98.15,2024
22.0,PI,2209153.0,Santa Cruz dos Milagres,52.4,2023
22.0,PI,2209153.0,Santa Cruz dos Milagres,68.18,2024
22.0,PI,2209203.0,Santa Filomena,27.7,2023
22.0,PI,2209203.0,Santa Filomena,62.47,2024
22.0,PI,2209302.0,Santa Luz,100.0,2023
22.0,PI,2209302.0,Santa Luz,55.68,2024
22.0,PI,2209351.0,Santana do Piauí,33.1,2023
22.0,PI,2209351.0,Santana do Piauí,68.1,2024
22.0,PI,2209377.0,Santa Rosa do Piauí,61.0,2023
22.0,PI,2209377.0,Santa Rosa do Piauí,51.64,2024
22.0,PI,2209401.0,Santo Antônio de Lisboa,61.2,2023
22.0,PI,2209401.0,Santo Antônio de Lisboa,55.71,2024
22.0,PI,2209450.0,Santo Antônio dos Milagres,96.2,2023
22.0,PI,2209450.0,Santo Antônio dos Milagres,78.26,2024
22.0,PI,2209500.0,Santo Inácio do Piauí,73.4,2023
22.0,PI,2209500.0,Santo Inácio do Piauí,85.37,2024
22.0,PI,2209559.0,São Braz do Piauí,87.8,2023
22.0,PI,2209559.0,São Braz do Piauí,66.39,2024
22.0,PI,2209609.0,São Félix do Piauí,35.6,2023
22.0,PI,2209609.0,São Félix do Piauí,64.29,2024
22.0,PI,2209658.0,São Francisco de Assis do Piauí,33.6,2023
22.0,PI,2209658.0,São Francisco de Assis do Piauí,36.86,2024
22.0,PI,2209708.0,São Francisco do Piauí,58.1,2023
22.0,PI,2209708.0,São Francisco do Piauí,64.27,2024
22.0,PI,2209757.0,São Gonçalo do Gurguéia,76.5,2023
22.0,PI,2209757.0,São Gonçalo do Gurguéia,60.71,2024
22.0,PI,2209807.0,São Gonçalo do Piauí,94.2,2023
22.0,PI,2209807.0,São Gonçalo do Piauí,64.04,2024
22.0,PI,2209856.0,São João da Canabrava,82.0,2023
22.0,PI,2209856.0,São João da Canabrava,96.34,2024
22.0,PI,2209872.0,São João da Fronteira,26.9,2023
22.0,PI,2209872.0,São João da Fronteira,43.37,2024
22.0,PI,2209906.0,São João da Serra,49.3,2023
22.0,PI,2209906.0,São João da Serra,93.97,2024
22.0,PI,2209955.0,São João da Varjota,53.6,2023
22.0,PI,2209955.0,São João da Varjota,86.96000000000001,2024
22.0,PI,2209971.0,São João do Arraial,33.6,2023
22.0,PI,2209971.0,São João do Arraial,87.8,2024
22.0,PI,2210003.0,São João do Piauí,44.4,2023
22.0,PI,2210003.0,São João do Piauí,65.25,2024
22.0,PI,2210052.0,São José do Divino,100.0,2023
22.0,PI,2210052.0,São José do Divino,92.65,2024
22.0,PI,2210102.0,São José do Peixe,76.0,2023
22.0,PI,2210102.0,São José do Peixe,75.0,2024
22.0,PI,2210201.0,São José do Piauí,93.8,2023
22.0,PI,2210201.0,São José do Piauí,97.06,2024
22.0,PI,2210300.0,São Julião,94.8,2023
22.0,PI,2210300.0,São Julião,87.93,2024
22.0,PI,2210359.0,São Lourenço do Piauí,100.0,2023
22.0,PI,2210359.0,São Lourenço do Piauí,73.08,2024
22.0,PI,2210375.0,São Luis do Piauí,58.5,2023
22.0,PI,2210375.0,São Luis do Piauí,61.11,2024
22.0,PI,2210383.0,São Miguel da Baixa Grande,24.1,2023
22.0,PI,2210383.0,São Miguel da Baixa Grande,80.0,2024
22.0,PI,2210391.0,São Miguel do Fidalgo,55.8,2023
22.0,PI,2210391.0,São Miguel do Fidalgo,64.42,2024
22.0,PI,2210409.0,São Miguel do Tapuio,29.9,2023
22.0,PI,2210409.0,São Miguel do Tapuio,45.19,2024
22.0,PI,2210508.0,São Pedro do Piauí,49.3,2023
22.0,PI,2210508.0,São Pedro do Piauí,67.14,2024
22.0,PI,2210607.0,São Raimundo Nonato,68.2,2023
22.0,PI,2210607.0,São Raimundo Nonato,73.25,2024
22.0,PI,2210623.0,Sebastião Barros,26.0,2023
22.0,PI,2210623.0,Sebastião Barros,50.0,2024
22.0,PI,2210631.0,Sebastião Leal,93.5,2023
22.0,PI,2210631.0,Sebastião Leal,76.86,2024
22.0,PI,2210656.0,Sigefredo Pacheco,45.2,2023
22.0,PI,2210656.0,Sigefredo Pacheco,75.67,2024
22.0,PI,2210706.0,Simões,68.5,2023
22.0,PI,2210706.0,Simões,86.03,2024
22.0,PI,2210938.0,Sussuapara,27.1,2023
22.0,PI,2210938.0,Sussuapara,55.84,2024
22.0,PI,2210953.0,Tamboril do Piauí,68.8,2023
22.0,PI,2210953.0,Tamboril do Piauí,65.11,2024
22.0,PI,2210979.0,Tanque do Piauí,58.3,2023
22.0,PI,2210979.0,Tanque do Piauí,50.0,2024
22.0,PI,2211001.0,Teresina,48.2,2023
22.0,PI,2211001.0,Teresina,57.25,2024
22.0,PI,2211100.0,União,26.8,2023
22.0,PI,2211100.0,União,35.21,2024
22.0,PI,2211308.0,Valença do Piauí,51.9,2023
22.0,PI,2211308.0,Valença do Piauí,42.13,2024
22.0,PI,2211357.0,Várzea Branca,26.0,2023
22.0,PI,2211357.0,Várzea Branca,31.25,2024
22.0,PI,2211506.0,Vera Mendes,94.4,2023
22.0,PI,2211506.0,Vera Mendes,48.57,2024
22.0,PI,2211605.0,Vila Nova do Piauí,100.0,2023
22.0,PI,2211605.0,Vila Nova do Piauí,100.0,2024
22.0,PI,2211704.0,Wall Ferraz,37.6,2023
22.0,PI,2211704.0,Wall Ferraz,54.29,2024
23.0,CE,2300101.0,Abaiara,88.3,2023
23.0,CE,2300101.0,Abaiara,91.49,2024
23.0,CE,2300150.0,Acarape,78.1,2023
23.0,CE,2300150.0,Acarape,81.21000000000001,2024
23.0,CE,2300200.0,Acaraú,95.8,2023
23.0,CE,2300200.0,Acaraú,97.71,2024
23.0,CE,2300408.0,Aiuaba,75.1,2023
23.0,CE,2300408.0,Aiuaba,75.83,2024
23.0,CE,2300507.0,Alcântaras,97.8,2023
23.0,CE,2300507.0,Alcântaras,99.05,2024
23.0,CE,2300606.0,Altaneira,100.0,2023
23.0,CE,2300606.0,Altaneira,88.52,2024
23.0,CE,2300705.0,Alto Santo,99.6,2023
23.0,CE,2300705.0,Alto Santo,94.16,2024
23.0,CE,2300754.0,Amontada,83.0,2023
23.0,CE,2300754.0,Amontada,82.28,2024
23.0,CE,2300903.0,Apuiarés,80.8,2023
23.0,CE,2300903.0,Apuiarés,74.45,2024
23.0,CE,2301109.0,Aracati,89.1,2023
23.0,CE,2301109.0,Aracati,91.16,2024
23.0,CE,2301208.0,Aracoiaba,87.3,2023
23.0,CE,2301208.0,Aracoiaba,90.87,2024
23.0,CE,2301257.0,Ararendá,98.9,2023
23.0,CE,2301257.0,Ararendá,99.34,2024
23.0,CE,2301307.0,Araripe,75.5,2023
23.0,CE,2301307.0,Araripe,77.22,2024
23.0,CE,2301406.0,Aratuba,86.3,2023
23.0,CE,2301406.0,Aratuba,80.42,2024
23.0,CE,2301505.0,Arneiroz,73.6,2023
23.0,CE,2301505.0,Arneiroz,76.0,2024
23.0,CE,2301604.0,Assaré,90.7,2023
23.0,CE,2301604.0,Assaré,98.08,2024
23.0,CE,2301703.0,Aurora,72.9,2023
23.0,CE,2301703.0,Aurora,73.84,2024
23.0,CE,2301802.0,Baixio,97.6,2023
23.0,CE,2301802.0,Baixio,91.67,2024
23.0,CE,2301851.0,Banabuiú,80.3,2023
23.0,CE,2301851.0,Banabuiú,76.25,2024
23.0,CE,2301901.0,Barbalha,85.4,2023
23.0,CE,2301901.0,Barbalha,87.92,2024
23.0,CE,2301950.0,Barreira,88.8,2023
23.0,CE,2301950.0,Barreira,91.15,2024
23.0,CE,2302008.0,Barro,67.8,2023
23.0,CE,2302008.0,Barro,63.940000000000005,2024
23.0,CE,2302057.0,Barroquinha,96.4,2023
23.0,CE,2302057.0,Barroquinha,95.7,2024
23.0,CE,2302107.0,Baturité,77.9,2023
23.0,CE,2302107.0,Baturité,86.78,2024
23.0,CE,2302206.0,Beberibe,78.1,2023
23.0,CE,2302206.0,Beberibe,81.60000000000001,2024
23.0,CE,2302305.0,Bela Cruz,95.9,2023
23.0,CE,2302305.0,Bela Cruz,97.83,2024
23.0,CE,2302404.0,Boa Viagem,80.0,2023
23.0,CE,2302404.0,Boa Viagem,90.36,2024
23.0,CE,2302503.0,Brejo Santo,93.1,2023
23.0,CE,2302503.0,Brejo Santo,95.4,2024
23.0,CE,2302602.0,Camocim,94.5,2023
23.0,CE,2302602.0,Camocim,94.08,2024
23.0,CE,2302701.0,Campos Sales,84.2,2023
23.0,CE,2302701.0,Campos Sales,82.79,2024
23.0,CE,2302800.0,Canindé,96.9,2023
23.0,CE,2302800.0,Canindé,95.0,2024
23.0,CE,2302909.0,Capistrano,77.6,2023
23.0,CE,2302909.0,Capistrano,87.35000000000001,2024
23.0,CE,2303006.0,Caridade,96.7,2023
23.0,CE,2303006.0,Caridade,98.73,2024
23.0,CE,2303105.0,Cariré,99.6,2023
23.0,CE,2303105.0,Cariré,98.77,2024
23.0,CE,2303204.0,Caririaçu,90.1,2023
23.0,CE,2303204.0,Caririaçu,82.61,2024
23.0,CE,2303303.0,Cariús,97.1,2023
23.0,CE,2303303.0,Cariús,95.26,2024
23.0,CE,2303402.0,Carnaubal,87.0,2023
23.0,CE,2303402.0,Carnaubal,83.8,2024
23.0,CE,2303501.0,Cascavel,87.6,2023
23.0,CE,2303501.0,Cascavel,82.60000000000001,2024
23.0,CE,2303600.0,Catarina,79.2,2023
23.0,CE,2303600.0,Catarina,81.25,2024
23.0,CE,2303659.0,Catunda,100.0,2023
23.0,CE,2303659.0,Catunda,100.0,2024
23.0,CE,2303709.0,Caucaia,67.0,2023
23.0,CE,2303709.0,Caucaia,69.01,2024
23.0,CE,2303808.0,Cedro,96.6,2023
23.0,CE,2303808.0,Cedro,98.77,2024
23.0,CE,2303907.0,Chaval,75.3,2023
23.0,CE,2303907.0,Chaval,91.5,2024
23.0,CE,2303931.0,Choró,97.8,2023
23.0,CE,2303931.0,Choró,95.42,2024
23.0,CE,2303956.0,Chorozinho,98.3,2023
23.0,CE,2303956.0,Chorozinho,97.15,2024
23.0,CE,2304004.0,Coreaú,100.0,2023
23.0,CE,2304004.0,Coreaú,100.0,2024
23.0,CE,2304103.0,Crateús,97.1,2023
23.0,CE,2304103.0,Crateús,97.31,2024
23.0,CE,2304202.0,Crato,93.6,2023
23.0,CE,2304202.0,Crato,95.37,2024
23.0,CE,2304236.0,Croatá,98.5,2023
23.0,CE,2304236.0,Croatá,99.14,2024
23.0,CE,2304251.0,Cruz,99.5,2023
23.0,CE,2304251.0,Cruz,98.93,2024
23.0,CE,2304269.0,Deputado Irapuan Pinheiro,98.7,2023
23.0,CE,2304269.0,Deputado Irapuan Pinheiro,98.82,2024
23.0,CE,2304277.0,Ereré,98.6,2023
23.0,CE,2304277.0,Ereré,95.0,2024
23.0,CE,2304285.0,Eusébio,92.6,2023
23.0,CE,2304285.0,Eusébio,93.91,2024
23.0,CE,2304301.0,Farias Brito,98.0,2023
23.0,CE,2304301.0,Farias Brito,96.0,2024
23.0,CE,2304350.0,Forquilha,100.0,2023
23.0,CE,2304350.0,Forquilha,100.0,2024
23.0,CE,2304400.0,Fortaleza,74.0,2023
23.0,CE,2304400.0,Fortaleza,74.81,2024
23.0,CE,2304459.0,Fortim,97.5,2023
23.0,CE,2304459.0,Fortim,93.28,2024
23.0,CE,2304509.0,Frecheirinha,99.7,2023
23.0,CE,2304509.0,Frecheirinha,98.18,2024
23.0,CE,2304608.0,General Sampaio,94.2,2023
23.0,CE,2304608.0,General Sampaio,97.65,2024
23.0,CE,2304657.0,Graça,98.4,2023
23.0,CE,2304657.0,Graça,100.0,2024
23.0,CE,2304707.0,Granja,93.3,2023
23.0,CE,2304707.0,Granja,97.78,2024
23.0,CE,2304806.0,Granjeiro,94.9,2023
23.0,CE,2304806.0,Granjeiro,91.59,2024
23.0,CE,2304905.0,Groaíras,83.1,2023
23.0,CE,2304905.0,Groaíras,96.95,2024
23.0,CE,2304954.0,Guaiúba,72.7,2023
23.0,CE,2304954.0,Guaiúba,79.83,2024
23.0,CE,2305001.0,Guaraciaba do Norte,98.6,2023
23.0,CE,2305001.0,Guaraciaba do Norte,95.65,2024
23.0,CE,2305100.0,Guaramiranga,55.6,2023
23.0,CE,2305100.0,Guaramiranga,95.86,2024
23.0,CE,2305209.0,Hidrolândia,99.0,2023
23.0,CE,2305209.0,Hidrolândia,96.11,2024
23.0,CE,2305233.0,Horizonte,93.4,2023
23.0,CE,2305233.0,Horizonte,96.2,2024
23.0,CE,2305266.0,Ibaretama,70.3,2023
23.0,CE,2305266.0,Ibaretama,60.53,2024
23.0,CE,2305308.0,Ibiapina,95.0,2023
23.0,CE,2305308.0,Ibiapina,97.38,2024
23.0,CE,2305332.0,Ibicuitinga,96.1,2023
23.0,CE,2305332.0,Ibicuitinga,96.67,2024
23.0,CE,2305357.0,Icapuí,82.2,2023
23.0,CE,2305357.0,Icapuí,76.34,2024
23.0,CE,2305407.0,Icó,80.1,2023
23.0,CE,2305407.0,Icó,75.41,2024
23.0,CE,2305506.0,Iguatu,56.6,2023
23.0,CE,2305506.0,Iguatu,63.35,2024
23.0,CE,2305605.0,Independência,98.8,2023
23.0,CE,2305605.0,Independência,98.62,2024
23.0,CE,2305654.0,Ipaporanga,97.5,2023
23.0,CE,2305654.0,Ipaporanga,99.16,2024
23.0,CE,2305704.0,Ipaumirim,87.9,2023
23.0,CE,2305704.0,Ipaumirim,88.89,2024
23.0,CE,2305803.0,Ipu,94.2,2023
23.0,CE,2305803.0,Ipu,86.66,2024
23.0,CE,2305902.0,Ipueiras,97.9,2023
23.0,CE,2305902.0,Ipueiras,99.54,2024
23.0,CE,2306009.0,Iracema,98.6,2023
23.0,CE,2306009.0,Iracema,84.18,2024
23.0,CE,2306108.0,Irauçuba,96.5,2023
23.0,CE,2306108.0,Irauçuba,96.76,2024
23.0,CE,2306207.0,Itaiçaba,91.3,2023
23.0,CE,2306207.0,Itaiçaba,96.74,2024
23.0,CE,2306256.0,Itaitinga,85.8,2023
23.0,CE,2306256.0,Itaitinga,85.11,2024
23.0,CE,2306306.0,Itapajé,90.7,2023
23.0,CE,2306306.0,Itapajé,89.55,2024
23.0,CE,2306504.0,Itapiúna,96.1,2023
23.0,CE,2306504.0,Itapiúna,92.57,2024
23.0,CE,2306603.0,Itatira,99.6,2023
23.0,CE,2306603.0,Itatira,99.06,2024
23.0,CE,2306702.0,Jaguaretama,94.7,2023
23.0,CE,2306702.0,Jaguaretama,93.66,2024
23.0,CE,2306900.0,Jaguaribe,86.0,2023
23.0,CE,2306900.0,Jaguaribe,89.25,2024
23.0,CE,2307007.0,Jaguaruana,84.2,2023
23.0,CE,2307007.0,Jaguaruana,88.24,2024
23.0,CE,2307106.0,Jardim,77.9,2023
23.0,CE,2307106.0,Jardim,70.8,2024
23.0,CE,2307205.0,Jati,74.4,2023
23.0,CE,2307205.0,Jati,77.45,2024
23.0,CE,2307254.0,Jijoca de Jericoacoara,99.8,2023
23.0,CE,2307254.0,Jijoca de Jericoacoara,98.03,2024
23.0,CE,2307304.0,Juazeiro do Norte,60.6,2023
23.0,CE,2307304.0,Juazeiro do Norte,59.48,2024
23.0,CE,2307403.0,Jucás,86.7,2023
23.0,CE,2307403.0,Jucás,90.28,2024
23.0,CE,2307502.0,Lavras da Mangabeira,75.4,2023
23.0,CE,2307502.0,Lavras da Mangabeira,74.29,2024
23.0,CE,2307601.0,Limoeiro do Norte,87.8,2023
23.0,CE,2307601.0,Limoeiro do Norte,89.65,2024
23.0,CE,2307635.0,Madalena,97.7,2023
23.0,CE,2307635.0,Madalena,95.31,2024
23.0,CE,2307650.0,Maracanaú,82.4,2023
23.0,CE,2307650.0,Maracanaú,84.92,2024
23.0,CE,2307809.0,Marco,94.2,2023
23.0,CE,2307809.0,Marco,96.66,2024
23.0,CE,2307908.0,Martinópole,98.5,2023
23.0,CE,2307908.0,Martinópole,99.24,2024
23.0,CE,2308005.0,Massapê,99.4,2023
23.0,CE,2308005.0,Massapê,95.03,2024
23.0,CE,2308203.0,Meruoca,98.5,2023
23.0,CE,2308203.0,Meruoca,98.21,2024
23.0,CE,2308302.0,Milagres,75.3,2023
23.0,CE,2308302.0,Milagres,79.33,2024
23.0,CE,2308351.0,Milhã,100.0,2023
23.0,CE,2308351.0,Milhã,97.92,2024
23.0,CE,2308377.0,Miraíma,86.7,2023
23.0,CE,2308377.0,Miraíma,85.60000000000001,2024
23.0,CE,2308500.0,Mombaça,93.5,2023
23.0,CE,2308500.0,Mombaça,93.51,2024
23.0,CE,2308609.0,Monsenhor Tabosa,96.5,2023
23.0,CE,2308609.0,Monsenhor Tabosa,99.36,2024
23.0,CE,2308708.0,Morada Nova,72.0,2023
23.0,CE,2308708.0,Morada Nova,76.09,2024
23.0,CE,2308807.0,Moraújo,98.9,2023
23.0,CE,2308807.0,Moraújo,92.86,2024
23.0,CE,2308906.0,Morrinhos,98.9,2023
23.0,CE,2308906.0,Morrinhos,97.77,2024
23.0,CE,2309003.0,Mucambo,97.9,2023
23.0,CE,2309003.0,Mucambo,98.82,2024
23.0,CE,2309102.0,Mulungu,85.8,2023
23.0,CE,2309102.0,Mulungu,88.89,2024
23.0,CE,2309201.0,Nova Olinda,100.0,2023
23.0,CE,2309201.0,Nova Olinda,99.53,2024
23.0,CE,2309300.0,Nova Russas,96.7,2023
23.0,CE,2309300.0,Nova Russas,99.64,2024
23.0,CE,2309409.0,Novo Oriente,98.7,2023
23.0,CE,2309409.0,Novo Oriente,100.0,2024
23.0,CE,2309508.0,Orós,90.9,2023
23.0,CE,2309508.0,Orós,90.75,2024
23.0,CE,2309607.0,Pacajus,85.7,2023
23.0,CE,2309607.0,Pacajus,87.91,2024
23.0,CE,2309706.0,Pacatuba,76.0,2023
23.0,CE,2309706.0,Pacatuba,78.36,2024
23.0,CE,2309904.0,Pacujá,97.9,2023
23.0,CE,2309904.0,Pacujá,100.0,2024
23.0,CE,2310001.0,Palhano,70.5,2023
23.0,CE,2310001.0,Palhano,74.59,2024
23.0,CE,2310100.0,Palmácia,98.7,2023
23.0,CE,2310100.0,Palmácia,94.31,2024
23.0,CE,2310209.0,Paracuru,94.9,2023
23.0,CE,2310209.0,Paracuru,95.08,2024
23.0,CE,2310258.0,Paraipaba,98.2,2023
23.0,CE,2310258.0,Paraipaba,93.78,2024
23.0,CE,2310308.0,Parambu,83.2,2023
23.0,CE,2310308.0,Parambu,88.35000000000001,2024
23.0,CE,2310407.0,Paramoti,98.9,2023
23.0,CE,2310407.0,Paramoti,94.2,2024
23.0,CE,2310506.0,Pedra Branca,99.4,2023
23.0,CE,2310506.0,Pedra Branca,99.7,2024
23.0,CE,2310605.0,Penaforte,77.7,2023
23.0,CE,2310605.0,Penaforte,63.67,2024
